key,title,item_type,url,doi
8Q8FW6UN,Data-Driven Leakage Power Prediction and Optimization for Analog Circuits Via Machine Learning and Deep Neural Networks,journalArticle,https://ieeexplore.ieee.org/document/11409499/,10.1109/EIECC67963.2025.11409499
D3CKDVAD,A Two-step Fine-tuning Assisted Layout Sizing Scheme for Analog/RF Circuits,journalArticle,https://ieeexplore.ieee.org/document/10558541/,10.1109/ISCAS58744.2024.10558541
C53C8Z25,Building Post-layout Performance Model of Analog/RF Circuits by Fine-tuning Technique,journalArticle,https://ieeexplore.ieee.org/document/9806251/,10.1109/ISQED54688.2022.9806251
F7PRC8DW,An Efficient Transfer Learning Assisted Global Optimization Scheme for Analog/RF Circuits,journalArticle,https://ieeexplore.ieee.org/document/10473798/,10.1109/ASP-DAC58780.2024.10473798
8KRK8TSN,Deep-Neural-Network-Based Automated Transformer Design for Multistage Wideband Millimeter-Wave Power Amplifiers,journalArticle,https://ieeexplore.ieee.org/document/11433107/,10.1109/TMTT.2026.3663369
67NQ2VB8,Neural Network-Based Wiener-Hammerstein Model for the Cancellation of Self-Interference in FDD Systems,journalArticle,https://ieeexplore.ieee.org/document/10603173/,10.1109/ICCCS61882.2024.10603173
ZEUTJPBU,Topology Generic DC-Model for Accelerating Analog Circuit Optimization,journalArticle,https://ieeexplore.ieee.org/document/10218550/,10.1109/ISEDA59274.2023.10218550
I6DVW7W7,DC-Model: A New Method for Assisting the Analog Circuit Optimization,journalArticle,https://ieeexplore.ieee.org/document/10129366/,10.1109/ISQED57927.2023.10129366
4ZSNQTPQ,Residual Real-Valued Time-Delay Convolutional Neural Network for Behavioral Modeling and Digital Predistortion,journalArticle,https://ieeexplore.ieee.org/document/10671957/,10.1109/ICMMT61774.2024.10671957
UAEU2CRW,Lightweight Complex-Valued Delay RBFNN for Predistortion of Wideband Power Amplifiers,journalArticle,https://ieeexplore.ieee.org/document/11151110/,10.1109/ICWOC65853.2025.11151110
PVQ5UUB5,Deep Learning-Assisted Inverse Design of Pixelated Two-Port RF Matching Networks,journalArticle,https://ieeexplore.ieee.org/document/11168098/,10.1109/iWEM65640.2025.11168098
UFT5NKAP,Dual-band Transmitter Linearization using Spiking Neural Networks,journalArticle,https://ieeexplore.ieee.org/document/9999916/,10.23919/APMC55665.2022.9999916
ZU4XX3VN,Behavioral Modeling of Nonlinear Power Amplifiers Using Spiking Neural Networks,journalArticle,https://ieeexplore.ieee.org/document/9842167/,10.1109/NEWCAS52662.2022.9842167
F4DQQVIZ,A Novel Transfer Learning Approach for Efficient RF Device Behavior Model Parameter Extraction,journalArticle,https://ieeexplore.ieee.org/document/10600238/,10.1109/IMS40175.2024.10600238
FT4C39D8,Behavioral Modeling of Ultra-Broadband mmWave Power Amplifier based on Augmented Long-Short Term Memory Networks,journalArticle,https://ieeexplore.ieee.org/document/9790468/,10.1109/iWEM53379.2021.9790468
PA67WEEV,Multidimensional Load-Pull Extrapolation for Accelerated Computer-Aided Design (CAD) Simulations,journalArticle,https://ieeexplore.ieee.org/document/10907182/,10.23919/USNC-URSINRSM66067.2025.10907182
9D7TP7BM,Multi-Dimensional Image Completion for Automated Power Amplifier Design,journalArticle,https://ieeexplore.ieee.org/document/10465124/,10.23919/USNC-URSINRSM60317.2024.10465124
76PTCB5F,Notice of Removal: An Ultra-wideband ADC using LSTM and Photonic Time Stretching,journalArticle,https://ieeexplore.ieee.org/document/10736266/,10.1109/MWP62612.2024.10736266
P7PR63S2,"Applications of Deep Learning Algorithms for RFEH, WPT and SWIPT Systems: A Review",journalArticle,https://ieeexplore.ieee.org/document/10265420/,10.23919/URSIGASS57860.2023.10265420
IIBQRH2Z,Multiphysics Analysis for Design-Assembly Consolidation with Additively Manufactured Waveguide Structures,journalArticle,https://ieeexplore.ieee.org/document/11052601/,10.23919/ACES66556.2025.11052601
9C94ZKGN,A Multiphysics-Based Machine Learning Framework for the Electromagnetic and Thermal Analysis of Electronic Devices,journalArticle,https://ieeexplore.ieee.org/document/11052495/,10.23919/ACES66556.2025.11052495
36GR4Z4G,A Data-Driven Analog Circuit Synthesizer with Automatic Topology Selection and Sizing,journalArticle,https://ieeexplore.ieee.org/document/10546840/,10.23919/DATE58400.2024.10546840
5BWJTPGK,New Concept of Analogue Adaptive Filter Based on Fully Analogue Artificial Neural Network,journalArticle,https://ieeexplore.ieee.org/document/9920436/,10.23919/NTSP54843.2022.9920436
XFMXHWWQ,Physics-Informed Graph Neural Networks for the Inverse Design of GHz Reconfigurable Antenna,journalArticle,https://ieeexplore.ieee.org/document/10999666/,10.23919/EuCAP63536.2025.10999666
A79TFA7J,Solving Inverse Problems with Deep Learning,journalArticle,https://ieeexplore.ieee.org/document/11052472/,10.23919/ACES66556.2025.11052472
KFFAK93P,CRONuS: Circuit Rapid Optimization with Neural Simulator,journalArticle,https://ieeexplore.ieee.org/document/10546592/,10.23919/DATE58400.2024.10546592
6W9XPQ65,An Algorithm for Converting PCB Via Structure to a Voxelized Mesh for Artificial Intelligence Models,journalArticle,https://ieeexplore.ieee.org/document/10906911/,10.23919/USNC-URSINRSM66067.2025.10906911
S9DWP97H,RF MEMS Switch Design Methodology by Electromagnetic Simulations and Machine Learning,journalArticle,https://ieeexplore.ieee.org/document/9924321/,10.23919/EuMC54642.2022.9924321
2Q3HNRMX,Sustainable Learning Multi-State Modeling of RF Power Amplifiers in Terahertz Communication Systems: Residual Deep Networks and Dynamic Calibration Optimization,journalArticle,https://ieeexplore.ieee.org/document/11394014/,10.23919/PIERS-Fall62445.2025.11394014
NFIS759J,Data-Driven Full-Functionality Modeling of Broadband Radio Frequency Components,journalArticle,https://ieeexplore.ieee.org/document/11235160/,10.23919/EuMC65286.2025.11235160
DV75XEJ3,Functionality Pre-Encoding: Indirect Learning Technique for Radio Frequency Devices Characterization,journalArticle,https://ieeexplore.ieee.org/document/11235217/,10.23919/EuMC65286.2025.11235217
P5XWV4EW,From Specification to Silicon: Towards Analog/Mixed-Signal Design Automation using Surrogate NN Models with Transfer Learning,journalArticle,https://ieeexplore.ieee.org/document/9643445/,10.1109/ICCAD51958.2021.9643445
5X7PMJSB,VSAGE: An End-to-End Automated VCO-Based ΔΣ ADC Generator,journalArticle,https://ieeexplore.ieee.org/document/10777924/,10.1109/TVLSI.2024.3507567
ZPKG4IBW,A 512-nW 0.003-mm² Forward-Forward Closed Box Trainer for an Analog Voice Activity Detector in 28-nm CMOS,journalArticle,https://ieeexplore.ieee.org/document/10660552/,10.1109/TCSII.2024.3452112
67S7Z8V8,Multi-Task Evolutionary to PVT Knowledge Transfer for Analog Integrated Circuit Optimization,journalArticle,https://ieeexplore.ieee.org/document/10323899/,10.1109/ICCAD57390.2023.10323899
5DC6R8E2,A Background Timing Skew Calibration for Time-Interleaved ADCs Based on Frequency Fitness Genetic Algorithm,journalArticle,https://ieeexplore.ieee.org/document/10373186/,10.1109/TIM.2023.3346515
7XJMED3J,Circuit Optimization over Multiple Process Corners for Analog Electronic Design Automation,journalArticle,https://ieeexplore.ieee.org/document/10275299/,10.1109/ICAC57885.2023.10275299
94CTA6AB,Decoupling Analog Circuit Representation from Technology for Behavior-Centric Optimization,journalArticle,https://ieeexplore.ieee.org/document/11133189/,10.1109/DAC63849.2025.11133189
EMS4JASR,Machine Learning-based Fast Circuit Simulation for Analog Circuit Array,journalArticle,https://ieeexplore.ieee.org/document/10299876/,10.1109/MLCAD58807.2023.10299876
NR48NUNJ,Fast IR-Drop Prediction of Analog Circuits Using Recurrent Synchronized GCN and Y-Net Model,journalArticle,https://ieeexplore.ieee.org/document/10546845/,10.23919/DATE58400.2024.10546845
MFE647XZ,Encoding Network Optimization with Phase Quantization for the Machine-Learning-based Coding Digital Receiving Array,journalArticle,https://ieeexplore.ieee.org/document/10222580/,10.1109/IWS58240.2023.10222580
VNHW9U3N,Parasitic Capacitance Prediction for Standard Cells Using Machine Learning and K-Means Clustering Algorithm,journalArticle,https://ieeexplore.ieee.org/document/10879646/,10.1109/ICEIC64972.2025.10879646
M2PT9VN6,AI-Assisted EM Simulator For The Randomized Pixelated RF Components,journalArticle,https://ieeexplore.ieee.org/document/11378046/,10.1109/APMC65046.2025.11378046
4FG82GF8,Machine-Learning-Based Design Automation for Optimizing Analog/RF Circuit Applications,journalArticle,https://ieeexplore.ieee.org/document/10390878/,10.1109/IC-NIDC59918.2023.10390878
M2H9GFT5,Active Learning-Based Sampling for Surrogate Modeling of Microstrip Bandpass Filters,journalArticle,https://ieeexplore.ieee.org/document/11419031/,10.1109/IMFW64610.2026.11419031
838QIGT7,Deep Neural Network RF Model for SiGe HBT in Breakdown Regime,journalArticle,https://ieeexplore.ieee.org/document/10286855/,10.1109/LMWT.2023.3321629
R2GETN9X,A Neural-Recording 0.2-V VCO-based ADC with Machine-Learning-Programmable Coupled Oscillator Ensembles,journalArticle,https://ieeexplore.ieee.org/document/10162043/,10.1109/ISSC59246.2023.10162043
SIC799AX,Heterogeneous Integration of Optical Biosensing with Electrode Coated ECG and PPG Applications,journalArticle,https://ieeexplore.ieee.org/document/11082210/,10.1109/WOCC63563.2025.11082210
JRI7GTKC,Analysis of Graphene-Silicon Based Two-Port THz Patch Antenna using Machine Learning Algorithms,journalArticle,https://ieeexplore.ieee.org/document/10967897/,10.1109/CSNT64827.2025.10967897
Z72NE6ES,Machine Learning-Aided Piece-Wise Modeling Technique of Power Amplifier for Digital Predistortion,journalArticle,https://ieeexplore.ieee.org/document/10096989/,10.1109/ICASSP49357.2023.10096989
5M4GH26D,Using Neural Networks for Semiconductor Package Optimization,journalArticle,https://ieeexplore.ieee.org/document/10161948/,10.1109/ORSS58323.2023.10161948
BHE266A4,Performance Prediction of Power Amplifiers for the Extended Bandwidth via Neural Networks,journalArticle,https://ieeexplore.ieee.org/document/10224038/,10.1109/SIU59756.2023.10224038
V2HS7MRP,Combinational of GAN and LSTM-Based DNN for Automatic Optimization of Active and Passive Devices,journalArticle,https://ieeexplore.ieee.org/document/11266320/,10.1109/AP-S/CNC-USNC-URSI55537.2025.11266320
P7KTX58C,Combination of Pareto Optimal Front with Deep Neural Networks in Optimizing and Enhancing Performance of RF Designs,journalArticle,https://ieeexplore.ieee.org/document/10223987/,10.1109/SIU59756.2023.10223987
IHBTCH7G,Power Amplifier Modeling along with Hyperparameter Optimization of LSTM-based DNN through Multi-Verse Optimizer,journalArticle,https://ieeexplore.ieee.org/document/11091948/,10.1109/SMACD65553.2025.11091948
79PQFGEF,Fully Automated Inside Body WDT Transmitter Design and Optimization Through Artificial Intelligence-Based GANs and DNNs,journalArticle,https://ieeexplore.ieee.org/document/10817101/,10.1109/LAWP.2024.3523379
A8WUFKZV,Late Breaking Results: Automated Topology Generation for Power Amplifier Designs through BiLSTM-based DNN and Multi-objective Optimizations,journalArticle,https://ieeexplore.ieee.org/document/11133206/,10.1109/DAC63849.2025.11133206
NIWUA575,Machine Learning-Based Parametric Fault Detection in Analog and Mixed-Signal Circuits,journalArticle,https://ieeexplore.ieee.org/document/11116895/,10.1109/IOLTS65288.2025.11116895
R25EDRQA,Accuracy Is Not Always We Need: Precision-Aware Bayesian Yield Optimization,journalArticle,https://ieeexplore.ieee.org/document/11133024/,10.1109/DAC63849.2025.11133024
8SXEBX85,Machine Learning Algorithms Based on Variations of the Least Squares Method for Power Amplifier Distortion Compensation,journalArticle,https://ieeexplore.ieee.org/document/10947698/,10.1109/IEEECONF64229.2025.10947698
DKZWZ3J4,OATT: Outlier Oriented Alternative Testing and Post-Manufacture Tuning of Mixed-Signal/RF Circuits and Systems,journalArticle,https://ieeexplore.ieee.org/document/10350043/,10.1109/ITC51656.2023.00014
EN5SZWVE,AI-Powered Revolution,journalArticle,https://ieeexplore.ieee.org/document/10908607/,10.1109/MNANO.2025.3533936
M25G4FD9,A Side-Channel Attack-Resilient Single-Slope ADC for Image Sensor Applications,journalArticle,https://ieeexplore.ieee.org/document/11092095/,10.1109/SMACD65553.2025.11092095
PJ7R3V3I,Optimized Low-Power Mixed-Signal Sensor Systems: Improved Cross-Domain Approach to Maintain Classification Accuracy,journalArticle,https://ieeexplore.ieee.org/document/10967955/,10.1109/ICICACS65178.2025.10967955
ZGP6C9HR,On Digital Optimization of Analog Self-Interference Cancellation for Full-Duplex Wireless Systems,journalArticle,https://ieeexplore.ieee.org/document/11226115/,10.23919/EUSIPCO63237.2025.11226115
92BBMHU3,LEDRO: LLM-Enhanced Design Space Reduction and Optimization for Analog Circuits,journalArticle,https://ieeexplore.ieee.org/document/11106097/,10.1109/ICLAD65226.2025.00011
M78I5QU5,Artificial Neural Network-Based Compact Model for Circuit Simulation of a 4- Transistor Active Pixel Sensor Including Conversion Gain Prediction,journalArticle,https://ieeexplore.ieee.org/document/10457179/,10.1109/ICEIC61013.2024.10457179
DVWV7T9W,Deep learning-driven phase calibration methodology for enhanced beamforming in integrated optical phased array,journalArticle,https://ieeexplore.ieee.org/document/10544128/,10.1109/SiPhotonics60897.2024.10544128
2I29A2W7,PPAAS: PVT and Pareto Aware Analog Sizing via Goal-conditioned Reinforcement Learning,journalArticle,https://ieeexplore.ieee.org/document/11240795/,10.1109/ICCAD66269.2025.11240795
6DCA45A2,Novel Optimization Method of Multi-Devices Using TCAD Driven Machine Learning in BCD Process,journalArticle,https://ieeexplore.ieee.org/document/11118175/,10.23919/ISPSD62843.2025.11118175
QTSNBMPJ,Ultra-Fast and Efficient Design Method Using Deep Learning for Capacitive Coupling WPT System,journalArticle,https://ieeexplore.ieee.org/document/10264117/,10.1109/TPEL.2023.3319505
7KTE6NVU,"Development, Optimization, and Application of ML based Modeling of Printed VO<sub>2</sub> RF Switch",journalArticle,https://ieeexplore.ieee.org/document/10378928/,10.1109/ICM60448.2023.10378928
W22HV9E2,Gradient Descent ANN Modelling of RF MEMS Switch for Defense Applications,journalArticle,https://ieeexplore.ieee.org/document/10046718/,10.1109/MAPCON56011.2022.10046718
TKAJRR4H,RF filter design using Deep Learning and Artificial Intelligence,journalArticle,https://ieeexplore.ieee.org/document/10038522/,10.1109/NEMO51452.2022.10038522
QNT2CIVU,RI-SAR: Randomized Input SAR ADC Resilient to Power Side Channel Attacks,journalArticle,https://ieeexplore.ieee.org/document/10317991/,10.1109/PAINE58317.2023.10317991
BPSFS8AN,Artificial Intelligence-Driven Mixed-Signal SI/PI Optimization in Ultrasonic Sensor Arrays: A 58kHz Bandpass Filter Design Approach,journalArticle,https://ieeexplore.ieee.org/document/11379585/,10.1109/ICECONF65644.2025.11379585
7AXZD3RP,Detection of Faulty Components in Analog Filters using Fuzzy Logic,journalArticle,https://ieeexplore.ieee.org/document/10193186/,10.1109/ICESC57686.2023.10193186
AHC7W3KT,Deep Learning based Modeling and Inverse Design for Arbitrary Planar Antenna Structures at RF and Millimeter-Wave,journalArticle,https://ieeexplore.ieee.org/document/9887077/,10.1109/AP-S/USNC-URSI47032.2022.9887077
RN92Q98A,Determination of Channel Parameters of FinFET using Artificial Neural Networks in Current Mirror Applications,journalArticle,https://ieeexplore.ieee.org/document/10415962/,10.1109/ELECO60389.2023.10415962
Q8NQQIZM,AuxcellGen: A Framework for Autonomous Generation of Analog and Memory Unit Cells,journalArticle,https://ieeexplore.ieee.org/document/10137270/,10.23919/DATE56975.2023.10137270
EINMXH2J,Machine Learning Assisted Design of Frequency Variants of Low-Noise Amplifiers Using Hybrid of NN with Bayesian Optimization,journalArticle,https://ieeexplore.ieee.org/document/11234362/,10.23919/EuMIC65284.2025.11234362
BBXXR7ET,Design and Optimization of Ultra-Low Voltage Mixed-Signal Circuits for Autonomous Wearable Biomedical Systems in Noisy Environments,journalArticle,https://ieeexplore.ieee.org/document/11385581/,10.1109/IETACS68750.2025.11385581
9R8RJN8N,EMGraph: Fast Learning-Based Electromigration Analysis for Multi-Segment Interconnect Using Graph Convolution Networks,journalArticle,https://ieeexplore.ieee.org/document/9586239/,10.1109/DAC18074.2021.9586239
2SNMPZZS,HR<sup>2</sup> : A PVT Aware Hierarchical RL Based Sizing Framework for Robust Analog Circuit Design,journalArticle,https://ieeexplore.ieee.org/document/11189231/,10.1109/MLCAD65511.2025.11189231
2ZR6KT86,A Hybrid Time-Frequency Approach for Broadband Modeling of Highly Resonant Microwave and RF Devices,journalArticle,https://ieeexplore.ieee.org/document/11305706/,10.1109/ICEAA65662.2025.11305706
GJHC3UZ6,Machine Learning Based Parameters Estimation for Electrical Circuits and Semiconductor Device Models,journalArticle,https://ieeexplore.ieee.org/document/11238507/,10.1109/ECCE-Europe62795.2025.11238507
RW4UMC8G,Electrothermal Modelling of Drain Current in GaN HEMTs using Artificial Neural Network and Global Optimization Techniques,journalArticle,https://ieeexplore.ieee.org/document/10881530/,10.1109/MoSICom63082.2024.10881530
